Rank,Name,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook
1201+,Samara State Technical University,Russian Federation,"13,940",15.8,4%,38 : 62,10.6–22.3,15.5,9.5,10.1,45.5,18
1201+,San Sebastián University,Chile,"19,698",10.3,0%,62:38:00,10.6–22.3,17.5,8,8.8,34.8,43.6
1201+,"University of Santiago, Chile (USACH)",Chile,"25,051",25.2,3%,42:58:00,10.6–22.3,16.2,15.7,12.7,37.2,47
1201+,Sapporo Medical University,Japan,"1,281",3.2,0%,45:55:00,10.6–22.3,26.4,12,23.7,41.9,15.6
1201+,Satbayev University,Kazakhstan,"9,558",14.6,2%,37 : 63,10.6–22.3,17.1,9.8,5.8,41.8,42.6
1201+,Sathyabama Institute of Science and Technology,India,"13,024",12.3,2%,46:54:00,10.6–22.3,21.4,9.2,19.7,35.3,17.1
1201+,University of Science and Technology of Oran Mohamed-Boudiaf,Algeria,"20,966",12.5,1%,49:51:00,10.6–22.3,17.5,7.9,7.2,34.9,35.2
1201+,Universitas Sebelas Maret,Indonesia,"27,681",18.7,1%,63:37:00,10.6–22.3,18.2,13.5,24.4,38.3,25
1201+,Selçuk University,Turkey,"47,190",18.1,4%,50:50:00,10.6–22.3,16,9,28.8,34.9,24.1
1201+,Semnan University of Medical Sciences and Health Services,Iran,"3,139",9,6%,55:45:00,10.6–22.3,21.3,9.6,17.5,34.8,23.3
1201+,Seoul National University of Science and Technology (SeoulTech),South Korea,"11,495",19.5,8%,35 : 65,10.6–22.3,21.6,17.1,17.6,40.2,26.1
1201+,University of Sfax,Tunisia,"29,452",12.6,2%,68:32:00,10.6–22.3,25.2,12.5,20.4,34.8,41.9
1201+,Shahed University,Iran,"5,630",17.1,0%,49:51:00,10.6–22.3,25.1,14.2,15.7,34.8,15.3
1201+,Shahid Bahonar University of Kerman,Iran,"14,423",22,0%,60:40:00,10.6–22.3,21.6,12.8,24.3,39.5,19.6
1201+,Shahid Rajaee Teacher Training University,Iran,"10,247",47.7,0%,30 : 70,10.6–22.3,16.5,16,29.7,51.2,22.5
1201+,University of Shanghai for Science and Technology,China,"29,817",11.4,2%,41:59:00,10.6–22.3,17.5,10.3,23.6,42.6,18.8
1201+,Shibaura Institute of Technology,Japan,"9,041",28,6%,0.806944444,10.6–22.3,17.9,15.9,11.4,41.4,36
1201+,Shimane University,Japan,"6,096",7.5,2%,37 : 63,10.6–22.3,22.7,13.5,18.5,37.9,24.2
1201+,Shinshu University,Japan,"10,774",10.4,4%,32 : 68,10.6–22.3,21.9,14.1,25.8,41.9,26.8
1201+,Shizuoka University,Japan,"9,960",14.3,4%,29 : 71,10.6–22.3,18.5,14.9,13.3,41.2,31.6
1201+,University of Shizuoka,Japan,"3,100",11.5,3%,61:39:00,10.6–22.3,22.9,12.1,11.5,37.9,21.3
1201+,Showa University,Japan,"3,690",1.9,0%,59:41:00,10.6–22.3,29.4,9.6,28.1,36.1,16.9
1201+,Siksha ‘O’ Anusandhan,India,"13,738",9.9,1%,56:44:00,10.6–22.3,22.3,9,26.1,39.4,14.8
1201+,Silesian University of Technology,Poland,"18,585",18.3,3%,33 : 67,10.6–22.3,17.6,12.6,21.8,41.4,19.7
1201+,Silpakorn University,Thailand,"24,465",22.2,1%,69:31:00,10.6–22.3,19.5,10.6,15.6,46.6,25.2
1201+,University of Sistan and Baluchestan,Iran,"10,440",23.3,1%,52:48:00,10.6–22.3,16.9,11.6,14.3,35.9,17.5
1201+,Sivas Cumhuriyet University,Turkey,"21,059",16.9,2%,66:34:00,10.6–22.3,15.9,8.7,14.1,34.9,17.8
1201+,Slovak University of Technology in Bratislava,Slovakia,"10,976",9.6,4%,31 : 69,10.6–22.3,21.7,11.2,8.1,38.3,30
1201+,Sofia University,Bulgaria,"21,332",6.2,7%,68:32:00,10.6–22.3,24.3,9.8,12.1,35.8,40.1
1201+,University of Sonora,Mexico,"32,790",23.8,1%,55:45:00,10.6–22.3,14.5,8.1,9.5,34.9,27.8
1201+,Soonchunhyang University,South Korea,"11,627",18,4%,49:51:00,10.6–22.3,17,17.2,23.8,36.1,27.8
1201+,Soongsil University,South Korea,"16,211",19.7,11%,45:55:00,10.6–22.3,22.1,11.8,12.3,36.5,31.7
1201+,Sophia University,Japan,"13,517",11.6,12%,59:41:00,10.6–22.3,21.8,10.4,10.3,35.4,44.1
1201+,University of Sousse,Tunisia,"25,385",11.5,2%,68:32:00,10.6–22.3,21.2,9.1,17.3,34.8,38.5
1201+,University of South China,China,"26,710",7.4,2%,45:55:00,10.6–22.3,22.4,12,20.5,44.1,18.1
1201+,Southern Federal University,Russian Federation,"18,309",11.2,12%,53:47:00,10.6–22.3,21.4,13.1,16.8,47.7,34
1201+,Southwest Petroleum University,China,"29,397",15.7,2%,0.847916667,10.6–22.3,17.7,13.3,25.7,69.7,17.7
1201+,Southwest State University,Russian Federation,"6,797",13.4,11%,42:58:00,10.6–22.3,18.8,10.1,15.4,39.2,25.9
1201+,Srinakharinwirot University,Thailand,"25,349",19.2,0%,68:32:00,10.6–22.3,19,9.1,7.9,35,19.6
1201+,SRM Institute of Science and Technology,India,"52,713",15.8,2%,0.970833333,10.6–22.3,18.7,9,28.1,34.9,20.7
1201+,State University of Ponta Grossa,Brazil,"8,576",9.1,0%,54:46:00,10.6–22.3,21.4,9.9,24,34.8,22.4
1201+,State University of Santa Cruz,Brazil,"6,622",8.5,1%,48:52:00,10.6–22.3,26.3,9.3,13.9,35.2,27.3
1201+,St Petersburg Electrotechnical University (LETI),Russian Federation,"8,274",13.1,22%,30 : 70,10.6–22.3,20,14.4,14.9,61.4,38
1201+,Süleyman Demirel University,Turkey,"41,272",35.7,5%,50:50:00,10.6–22.3,16.8,9.2,17.1,35.3,21.6
1201+,Suranaree University of Technology,Thailand,"14,247",29.3,1%,56:44:00,10.6–22.3,20.9,14.9,21.3,57.3,31.2
1201+,Taif University,Saudi Arabia,"44,494",20.7,2%,60:40:00,10.6–22.3,15.3,9.7,25.8,36.5,71.8
1201+,University of Talca,Chile,"11,367",15.4,1%,51:49:00,10.6–22.3,16.4,11.8,25.5,36,52.9
1201+,Tamil Nadu Agricultural University,India,"6,370",8.4,0%,63:37:00,10.6–22.3,24.5,9.8,2.1,40.9,14.9
1201+,Tamkang University,Taiwan,"23,154",23.5,8%,49:51:00,10.6–22.3,16.6,12.4,17.5,35.7,35.6
1201+,University of Tarapacá,Chile,"9,460",31.7,3%,53:47:00,10.6–22.3,14.5,17,17.8,34.9,51.4
1201+,Taras Shevchenko National University of Kyiv,Ukraine,"23,708",10.2,5%,55:45:00,10.6–22.3,23.4,11.4,8.3,35.4,31.3
1201+,Technical University of Cluj-Napoca,Romania,"18,618",20.3,2%,38 : 62,10.6–22.3,15.8,11,21.6,37.3,23.2
1201+,Technical University of Košice,Slovakia,"9,325",12.3,18%,27 : 73,10.6–22.3,19.5,13.9,13.1,46.4,41.2
1201+,Technical University of Liberec,Czech Republic,"5,129",11.5,12%,53:47:00,10.6–22.3,20.4,15,6.1,41.9,40.5
1201+,Universidad Técnica Particular de Loja,Ecuador,"55,781",36.9,1%,56:44:00,10.6–22.3,11.9,7.9,13.1,35,47.4
1201+,Technical University of Sofia,Bulgaria,"10,560",13.1,7%,36 : 64,10.6–22.3,18.3,10,8.4,37.3,24.9
1201+,Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,"33,994",13.1,1%,29 : 71,10.6–22.3,16.8,9.8,13.9,36.7,20.4
1201+,Universiti Teknikal Malaysia Melaka,Malaysia,"12,869",14.6,6%,39 : 61,10.6–22.3,16.5,10.1,16.4,35.2,34.4
1201+,Universiti Teknologi MARA,Malaysia,"55,792",14.7,0%,67:33:00,10.6–22.3,20.1,13.4,12.3,35.2,19.6
1201+,Institut Teknologi Sepuluh Nopember,Indonesia,"17,028",12.8,4%,39 : 61,10.6–22.3,19,13.1,16.5,61.4,38.4
1201+,Telkom University,Indonesia,"18,377",20.1,1%,42:58:00,10.6–22.3,13.8,9.7,31,35.3,15.9
1201+,Thammasat University,Thailand,"28,843",11.7,1%,64:36:00,10.6–22.3,22.2,15.7,11.5,39.2,32.4
1201+,TOBB University of Economics and Technology,Turkey,"4,777",13.5,1%,47:53:00,10.6–22.3,19,11.9,19.2,38.3,26.4
1201+,Toho University,Japan,"5,320",13.3,0%,53:47:00,10.6–22.3,20.5,14.7,24.5,41.2,18.9
1201+,Tokai University,Japan,"28,535",15.2,3%,27 : 73,10.6–22.3,18.3,11.7,17.9,37.8,25.5
1201+,Tokat Gaziosmanpaşa University,Turkey,"17,758",13.6,4%,52:48:00,10.6–22.3,16.5,8,23.7,34.9,20.5
1201+,Tokushima University,Japan,"7,643",9.6,3%,35 : 65,10.6–22.3,23.8,18,15,62.8,24.3
1201+,Tokyo University of Agriculture,Japan,"12,720",32.7,1%,43:57:00,10.6–22.3,16.4,10.9,15.4,37.1,19.8
1201+,Tokyo City University,Japan,"7,426",14.8,1%,1.011805556,10.6–22.3,16.9,10.2,7.1,45.6,21.7
1201+,Tokyo Denki University,Japan,"9,877",27.6,3%,0.561111111,10.6–22.3,15.3,9.9,2.5,40.1,18.5
1201+,Tokyo University of Marine Science and Technology,Japan,"2,637",10.4,7%,33 : 67,10.6–22.3,23.4,14.7,11.4,50.9,35.1
1201+,Tokyo University of Pharmacy and Life Sciences,Japan,"3,867",19.3,0%,52:48:00,10.6–22.3,17.5,10.7,13,36.7,17.2
1201+,Tokyo University of Science,Japan,"18,298",25,3%,24 : 76,10.6–22.3,23.6,23.1,13.8,46.8,23
1201+,Tomas Bata University in Zlín,Czech Republic,"8,635",19.1,11%,57:43:00,10.6–22.3,18.3,18.4,13.7,40.1,49.1
1201+,Tomsk State University of Control Systems and Radioelectronics,Russian Federation,"6,234",14.7,16%,32 : 68,10.6–22.3,17.8,11.8,17.8,49.6,33.4
1201+,Tottori University,Japan,"6,025",7.8,2%,38 : 62,10.6–22.3,22.4,11.6,13.5,37.8,22.2
1201+,University of Toyama,Japan,"9,125",11.9,4%,40 : 60,10.6–22.3,21.8,14.3,25.5,47.9,28.8
1201+,Toyo University,Japan,"30,873",24.8,5%,43:57:00,10.6–22.3,15.5,9.7,8.8,35.7,28.6
1201+,Toyohashi University of Technology (TUT),Japan,"2,015",10.3,12%,0.520138889,10.6–22.3,22.1,20.4,14.1,55.4,32.7
1201+,Transilvania University of Brașov,Romania,"18,985",20.4,1%,52:48:00,10.6–22.3,15.1,10,33.2,35.2,29.8
1201+,Tunghai University,Taiwan,"15,547",21,15%,54:46:00,10.6–22.3,16.2,12.1,15.9,38.8,44
1201+,University of Tyumen,Russian Federation,"10,872",14.3,12%,n/a,10.6–22.3,16.6,12.4,14.3,39.9,38.8
1201+,Tzu Chi University,Taiwan,"3,492",9.5,11%,62:38:00,10.6–22.3,20.7,16.3,9.3,48.1,27.5
1201+,Ufa State Aviation Technical University,Russian Federation,"9,277",13,3%,36 : 64,10.6–22.3,17.4,9.4,10.5,39.5,18.2
1201+,Unisinos University,Brazil,"11,598",20.8,1%,52:48:00,10.6–22.3,26.6,14.4,23.1,51.3,22.8
1201+,Universiti Malaysia Terengganu (UMT),Malaysia,"9,296",16.1,4%,71:29:00,10.6–22.3,18.6,14.3,17.9,35.3,36.3
1201+,Universiti Tun Hussein Onn Malaysia (UTHM),Malaysia,"15,741",17,5%,47:53:00,10.6–22.3,18.6,14.3,20.3,34.9,35.2
1201+,Utsunomiya University,Japan,"4,829",14.1,4%,37 : 63,10.6–22.3,19,11.6,4.1,38.6,24.8
1201+,University of Valladolid,Spain,"22,023",11.4,8%,56:44:00,10.6–22.3,20,12.7,25.1,38.4,39.2
1201+,University of Valparaíso,Chile,"17,089",19,3%,57:43:00,10.6–22.3,15.5,10.9,19.3,35,49.2
1201+,"University of Veterinary and Animal Sciences, Lahore",Pakistan,"6,796",32.1,0%,49:51:00,10.6–22.3,17,14.9,22.9,35.2,45.1
1201+,Vietnam National University (Ho Chi Minh City),Vietnam,"75,358",22.7,1%,33 : 67,10.6–22.3,15.7,10.9,23.9,40.8,39.5
1201+,V.N. Karazin Kharkiv National University,Ukraine,"17,080",8.5,26%,55:45:00,10.6–22.3,21.7,10.1,6.5,35,46
1201+,Voronezh State University,Russian Federation,"15,946",12.1,16%,56:44:00,10.6–22.3,19.3,9.7,3.9,35.9,34.2
1201+,VSB - Technical University of Ostrava,Czech Republic,"10,988",14.3,12%,34 : 66,10.6–22.3,20.7,17.5,8.4,43.3,40.5
1201+,Vytautas Magnus University,Lithuania,"7,328",12.5,20%,59:41:00,10.6–22.3,18.4,13,11.2,34.9,76.2
1201+,University of Warmia and Mazury in Olsztyn,Poland,"18,210",17.7,2%,58:42:00,10.6–22.3,16.8,11.6,14.6,37.1,20
1201+,Warsaw University of Life Sciences – SGGW,Poland,"16,738",14.1,5%,55:45:00,10.6–22.3,16.1,10.6,24,38.6,25
1201+,Warsaw University of Technology,Poland,"25,482",18.1,7%,34 : 66,10.6–22.3,19.7,15.9,19,39.1,28.2
1201+,Western Kentucky University,United States,"14,455",18,3%,60:40:00,10.6–22.3,22.8,10.4,13.9,34.9,23.6
1201+,Western Michigan University,United States,"18,211",20.1,8%,51:49:00,10.6–22.3,20.7,14.8,22,35.3,36.3
1201+,West University of Timişoara,Romania,"14,329",22.7,6%,65:35:00,10.6–22.3,17.9,12.7,12.6,35.5,30.6
1201+,Wrocław University of Environmental and Life Sciences,Poland,"8,359",19.2,5%,68:32:00,10.6–22.3,17.5,11.1,20,38.6,25.1
1201+,Wrocław University of Science and Technology,Poland,"24,396",19.7,5%,34 : 66,10.6–22.3,19.3,14.7,16.2,45.4,25
1201+,University of Wrocław,Poland,"20,366",11.2,7%,64:36:00,10.6–22.3,21.8,15.4,23.5,35,40.3
1201+,Yamagata University,Japan,"8,846",8.5,2%,34 : 66,10.6–22.3,22.6,12.5,15.9,52.7,25.6
1201+,Yamaguchi University,Japan,"10,739",10.8,6%,38 : 62,10.6–22.3,21.6,12.4,14,42,29.5
1201+,University of Yamanashi,Japan,"4,679",6.1,4%,30 : 70,10.6–22.3,25.3,12.5,27.5,37.3,23.6
1201+,Yanshan University,China,"36,050",16.4,1%,39 : 61,10.6–22.3,17.3,11.9,16.7,49.8,17
1201+,Yarmouk University,Jordan,"34,222",30.7,8%,63:37:00,10.6–22.3,25.4,10.4,19.7,36,47.6
1201+,Yazd University,Iran,"14,112",29.5,2%,57:43:00,10.6–22.3,20.4,15.2,19.8,36.2,20.6
1201+,Yeditepe University,Turkey,"17,610",29.4,4%,53:47:00,10.6–22.3,19.2,13.7,10.4,74.3,23.6
1201+,Yokohama National University,Japan,"9,805",12.6,8%,29 : 71,10.6–22.3,22.6,17.6,13.7,52.9,30.3
1201+,Yuan Ze University,Taiwan,"8,017",19.9,7%,42:58:00,10.6–22.3,20.1,13.7,19.9,47.2,33.1
1201+,Yuri Gagarin State Technical University of Saratov (SSTU),Russian Federation,"11,127",18.8,5%,28 : 72,10.6–22.3,15.2,9.5,6.1,35,19
1201+,Yuriy Fedkovych Chernivtsi National University,Ukraine,"11,981",10.6,1%,56:44:00,10.6–22.3,17.7,8.6,4.4,34.8,23
1201+,Zonguldak Bülent Ecevit University,Turkey,"28,710",22.4,6%,46:54:00,10.6–22.3,14.2,7.9,20.4,37,20.5
Reporter,Université 8 Mai 1945 Guelma,Algeria,"16,105",18.4,1%,69:31:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University Abdelhamid Ibn Badis Mostaganem,Algeria,"24,635",19.3,1%,66:34:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Abdullah Gül University,Turkey,"1,958",14,9%,38 : 62,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Abertay University,United Kingdom,"3,915",21.2,21%,48:52:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ada Kent University,Northern Cyprus,640,7.5,21%,34 : 66,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Adelphi University,United States,"7,148",12,7%,69:31:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,African School of Economics,Benin,158,3.2,4%,0.929861111,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ahl Al Bayt University,Iraq,"2,500",13.8,1%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Aichi Prefectural University,Japan,"3,523",16.4,1%,72:28:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Aichi Institute of Technology,Japan,"6,028",27.8,1%,0.561111111,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ajman University,United Arab Emirates,"5,003",17.2,83%,60:40:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Akita Prefectural University,Japan,"1,815",8.7,1%,27 : 73,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Al-Ahliyya Amman University,Jordan,"4,108",12.9,57%,51:49:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Al Ain University,United Arab Emirates,"2,918",15,55%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Al-Furat Al-Awsat Technical University,Iraq,"4,510",7.8,0%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Alkafeel,Iraq,"3,770",25.1,0%,49:51:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Al-Maarif University College,Iraq,"6,000",17.6,1%,60:40:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Almazov National Medical Research Centre,Russian Federation,986,3.9,3%,61:39:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Al-Muthanna University,Iraq,"13,729",20.4,0%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Al-Nahrain University,Iraq,"4,745",4.6,0%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Al-Nisour University College,Iraq,"5,500",15.1,0%,44:56:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Al-Qadisiyah,Iraq,"24,108",17.1,0%,50:50:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Al-Quds University,Palestine,"10,692",13.7,6%,55:45:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Altai State University,Russian Federation,"8,502",17.7,20%,58:42:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Altınbaş University,Turkey,"6,823",13.6,43%,55:45:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Al-Zaytoonah University of Jordan,Jordan,"7,658",26.1,29%,44:56:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Anáhuac University,Mexico,"16,494",6.6,3%,55:45:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Anbar,Iraq,"26,400",16,0%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Antonio Nariño University,Colombia,"14,698",13.4,0%,52:48:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Applied Science Private University,Jordan,"5,489",23.5,34%,44:56:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Arab American University,Palestine,"11,043",31.6,44%,58:42:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Arabian Gulf University,Bahrain,"1,470",7,68%,68:32:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Armenian State University of Economics,Armenia,"4,420",12.4,3%,38 : 62,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Arts University Bournemouth,United Kingdom,"3,250",14.1,20%,69:31:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of the Arts London,United Kingdom,"16,935",12.8,57%,76:24:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Arturo Prat University,Chile,"12,963",22.1,9%,55:45:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Asahi University,Japan,"2,516",8.4,5%,33 : 67,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ashikaga University,Japan,"1,476",17.6,16%,26 : 74,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ateneo de Manila University,Philippines,"12,742",10.6,4%,51:49:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Austral University,Argentina,"4,517",9.5,9%,53:47:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Autonomous University of Chiapas,Mexico,"23,275",29.1,0%,47:53:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Azerbaijan State University of Economics,Azerbaijan,"16,737",12.2,2%,45:55:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Babylon,Iraq,"24,196",13,0%,49:51:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Badr University in Cairo (BUC),Egypt,"12,128",47.2,1%,53:47:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Bahrain,Bahrain,"18,202",18.4,16%,64:36:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Bahria University,Pakistan,"19,451",23.9,0%,40 : 60,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Bakrie University,Indonesia,"3,219",33.9,0%,57:43:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Balamand,Lebanon,"5,020",8,5%,49:51:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Balochistan,Pakistan,"15,291",34.6,0%,39 : 61,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Banking University,Ukraine,"2,536",8.8,7%,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Basrah University College of Science and Technology,Iraq,"1,320",20,0%,39 : 61,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Bath Spa University,United Kingdom,"6,735",17.3,12%,69:31:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Beirut Arab University,Lebanon,"6,824",12.2,18%,45:55:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Belarusian State University of Informatics and Radioelectronics,Belarus,"14,737",18.1,3%,0.847916667,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Bernardo O’Higgins University,Chile,"6,984",18.1,2%,66:34:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Bharath Institute of Higher Education and Research,India,"15,328",11.5,0%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Birzeit University,Palestine,"10,730",16.5,5%,63:37:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Bishop Grosseteste University,United Kingdom,"1,990",19.9,4%,80:20:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Bogotá Jorge Tadeo Lozano,Colombia,"7,646",15.5,1%,53:47:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Bolton,United Kingdom,"4,900",14.4,29%,58:42:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,The British University in Egypt,Egypt,"11,131",19.3,3%,45:55:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,B. S. Abdur Rahman Crescent Institute of Science and Technology,India,"6,186",14.8,1%,0.725,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Buckingham,United Kingdom,"2,530",18.7,34%,53:47:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Buckinghamshire New University,United Kingdom,"5,080",16.4,28%,61:39:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Bukkyo University,Japan,"6,218",27.5,1%,46:54:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Canadian International College (CIC) – Cairo,Egypt,"8,974",26.6,2%,31 : 69,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Capital University of Science and Technology,Pakistan,"4,767",23.6,0%,24 : 76,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universidad Católica de la Santísima Concepción,Chile,"9,760",24.5,0%,56:44:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,CBS International Business School,Germany,"1,668",45.1,28%,49:51:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Celaya,Mexico,"1,951",13,2%,47:53:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Central European University,Austria,"1,297",7.6,80%,53:47:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,CES University,Colombia,"6,199",13.5,3%,70:30:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,CETYS Universidad,Mexico,"4,905",8.8,14%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Chernihiv Polytechnic National University,Ukraine,"5,914",20.5,0%,42:58:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Chichester,United Kingdom,"4,310",14.1,6%,63:37:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Chitkara University,India,"12,853",16.7,2%,37 : 63,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Christ University Bengaluru India,India,"22,357",20.1,2%,48:52:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Colima,Mexico,"13,504",9.1,0%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Conservatoire for Dance and Drama,United Kingdom,"1,380",9.9,34%,64:36:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of la Costa,Colombia,"12,023",25.7,1%,46:54:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Courtauld Institute of Art,United Kingdom,465,13.3,50%,81:19:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Cranfield University,United Kingdom,"3,015",7.3,68%,28 : 72,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University for the Creative Arts,United Kingdom,"5,120",18.3,28%,69:31:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Cumbria,United Kingdom,"5,350",15.3,9%,69:31:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Cyberjaya,Malaysia,"3,442",18.2,11%,58:42:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Daffodil International University (DIU),Bangladesh,"16,842",21.3,3%,33 : 67,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Daito Bunka University,Japan,"11,653",30.9,2%,34 : 66,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Damanhour University,Egypt,"53,323",47.4,0%,61:39:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Damietta University,Egypt,"29,883",25.2,0%,67:33:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Daneshpajoohan Pishro Higher Education Institute,Iran,"2,977",45.1,1%,67:33:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Dawood University of Engineering and Technology,Pakistan,"2,220",11.6,1%,0.643055556,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Deraya University,Egypt,"3,846",21.4,0%,61:39:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Derzhavin Tambov State University,Russian Federation,"9,213",14.4,25%,58:42:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Dhofar University,Oman,"3,314",19.7,5%,56:44:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Diyala,Iraq,"23,250",17.7,0%,50:50:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Don Bosco University,India,"2,188",12.3,1%,41:59:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Donetsk National University of Economics and Trade named after Mykhailo Tuhan-Baranovsky (DonNUET),Ukraine,"1,484",23.9,1%,60:40:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Dostoevsky Omsk State University,Russian Federation,"7,008",5.1,6%,61:39:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Dow University of Health Sciences,Pakistan,"8,313",8.2,2%,74:26:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Duhok,Iraq,"19,847",11.3,1%,52:48:00,n/a,n/a,n/a,n/a,n/a,n/a
