Rank,Name,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook
Reporter,Higher School of Management – Tlemcen,Algeria,801,12,0%,82:18:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of the Highlands and Islands,United Kingdom,"7,645",139,12%,61:39:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Hilla University College,Iraq,"4,829",17.6,0%,53:47:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Hiroshima International University,Japan,"4,017",15.1,1%,47:53:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Hiroshima Shudo University,Japan,"6,253",22.2,1%,37 : 63,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Hiroshima Institute of Technology,Japan,"4,645",25.9,0%,0.479166667,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Hitotsubashi University,Japan,"5,998",16,13%,33 : 67,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ho Chi Minh City Open University,Vietnam,"27,092",54,0%,62:38:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Hodeida University,Yemen,"17,579",22,0%,27 : 73,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Hokkaido University of Science,Japan,"4,630",20.1,0%,33 : 67,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Home Economics Lahore,Pakistan,"1,143",15,0%,100:00:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ho Technical University,Ghana,"4,601",17.8,0%,34 : 66,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Hryhorii Skovoroda University in Pereiaslav,Ukraine,"4,705",13.6,0%,55:45:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Human Development,Iraq,"2,550",20.1,3%,48:52:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Humboldt State University,United States,"5,285",14.8,1%,60:40:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Hyogo University of Teacher Education,Japan,"1,353",10.2,2%,59:41:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ibn Khaldoun University,Algeria,"30,653",29.6,0%,64:36:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,"ICFAI University, Dehradun",India,"2,385",25.9,0%,56:44:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,IFHE Hyderabad,India,"7,066",19.1,0%,41:59:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ilma University,Pakistan,"4,420",21.1,0%,0.929861111,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Imam Al-Kadhum College (IKC),Iraq,"9,197",44.2,0%,42:58:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,IMT Mines Alès,France,"1,324",11.9,13%,31 : 69,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,"Independent University, Bangladesh",Bangladesh,"10,686",31.6,0%,40 : 60,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Indira Gandhi Delhi Technical University for Women,India,"2,639",34.7,0%,100:00:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Information Technology University of the Punjab,Pakistan,"1,220",14.4,0%,0.970833333,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Innopolis University,Russian Federation,893,17.1,33%,0.806944444,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Institute of Cancer Research,United Kingdom,210,2.8,36%,65:35:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universidad Internacional del Ecuador,Ecuador,"7,895",25.8,2%,45:55:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,International American University,United States,502,14.8,96%,55:45:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,International Christian University,Japan,"2,823",12.1,13%,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,International Engineering and Technology University (METU),Kazakhstan,"3,040",32.7,1%,36 : 64,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,International University for the Humanities and Development,Turkmenistan,"1,784",17.7,0%,61:39:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,International IT University,Kazakhstan,"5,656",14.9,1%,30 : 70,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,International University of Rabat,Morocco,"6,413",31.3,4%,53:47:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Institute of International Relations of the Ministry of Foreign Affairs of Turkmenistan,Turkmenistan,552,9.2,0%,39 : 61,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Inter-State School of Veterinary Sciences and Medicine,Senegal,469,17.4,69%,31 : 69,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ionian University,Greece,"8,507",40.7,2%,53:47:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ion Mincu University of Architecture and Urbanism,Romania,"3,273",13,4%,72:28:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Iqra University,Pakistan,"9,569",13.6,1%,24 : 76,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,The Islamic University,Iraq,"5,023",10.2,1%,60:40:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Islamic University of Gaza,Palestine,"17,102",45,1%,57:43:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Islamic University of Madinah,Saudi Arabia,"10,104",8.4,70%,0.192361111,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universitas Islam Sultan Agung,Indonesia,"17,824",14.3,0%,33 : 67,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Isra University,Jordan,"4,864",19.6,18%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Israel Technological University,Ecuador,"3,282",37.7,1%,39 : 61,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Istanbul Arel University,Turkey,"5,005",21.3,10%,52:48:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Istanbul Gelişim University,Turkey,"34,637",39,13%,45:55:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Istanbul Kültür University,Turkey,"12,495",26,11%,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Istanbul Okan University,Turkey,"8,563",15.3,14%,53:47:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,IUBAT – International University of Business Agriculture and Technology,Bangladesh,"5,115",18.1,1%,30 : 70,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universita IULM,Italy,"8,109",18.9,6%,73:27:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ivano Frankivsk National Technical University of Oil and Gas,Ukraine,"8,489",17.3,3%,25 : 75,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Jabir ibn Hayyan Medical University,Iraq,"1,728",15.3,0%,61:39:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Jadara University,Jordan,"5,258",19.8,17%,38 : 62,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Japan Advanced Institute of Science and Technology (JAIST),Japan,"1,190",7.3,41%,0.970833333,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Japan University of Economics,Japan,"5,420",27.9,56%,30 : 70,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Jashore University of Science and Technology,Bangladesh,"3,815",13.2,0%,32 : 68,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Jendouba,Tunisia,"10,328",16.6,1%,69:31:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Jizzakh Polytechnic Institute,Uzbekistan,"10,399",18.5,0%,0.725,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Jizzakh State Pedagogical University,Uzbekistan,"17,881",27.5,0%,63:37:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,John von Neumann University,Hungary,"3,210",13.8,0%,26 : 74,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kabarak University,Kenya,"8,592",40,0%,47:53:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kabardino-Balkarian State University,Russian Federation,"11,201",19.7,14%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Kabianga,Kenya,"8,060",39.1,0%,50:50:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kadir Has University,Turkey,"4,840",24,4%,55:45:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kamianets-Podіlskyi Ivan Ohiienko National University,Ukraine,"2,790",7.6,0%,63:37:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Karaganda Buketov University,Kazakhstan,"13,360",9.1,7%,67:33:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Karaganda University of Kazpotrebsoyuz,Kazakhstan,"4,904",13.6,1%,56:44:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Karakalpak State University,Uzbekistan,"28,389",28.7,2%,44:56:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Karshi Engineering Economics Institute,Uzbekistan,"11,421",26.3,0%,0.684027778,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kazakh-British Technical University,Kazakhstan,"5,178",27.6,2%,36 : 64,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kazakh National Pedagogical University Abai,Kazakhstan,"16,862",16.1,3%,59:41:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kazakh National Women’s Teacher Training University,Kazakhstan,"6,154",18.6,2%,100:00:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kazakhstan Medical University KSPH,Kazakhstan,138,2.9,0%,64:36:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kazan State Power Engineering University,Russian Federation,"9,290",24.1,3%,32 : 68,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Keisen University,Japan,"1,064",26,5%,100:00:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kharkiv University of Humanities “People’s Ukrainian Academy”,Ukraine,435,7.4,0%,82:18:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kharkiv National Automobile and Highway University,Ukraine,"5,083",14.6,10%,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kharkiv National University of Internal Affairs,Ukraine,"8,692",13.8,4%,48:52:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Khazar University,Azerbaijan,"2,917",12.3,6%,52:48:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Khulna University of Engineering and Technology (KUET),Bangladesh,"6,170",15.5,0%,0.888888889,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Khwaja Fareed University of Engineering and Information Technology,Pakistan,"9,872",20.2,0%,43:57:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Khyber Medical University,Pakistan,"5,283",15.4,3%,40 : 60,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kimyo International University in Tashkent,Uzbekistan,"8,057",17.3,13%,57:43:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,King Abdullah University of Science and Technology (KAUST),Saudi Arabia,"1,316",8,67%,36 : 64,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,King Danylo University,Ukraine,"1,487",9.1,0%,56:44:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,King Edward Medical University,Pakistan,"3,211",13.7,2%,60:40:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kinnaird College for Women,Pakistan,"3,766",18.3,0%,100:00:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Kirkuk,Iraq,"17,513",23.7,0%,61:39:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kitami Institute of Technology,Japan,"1,977",14.6,5%,0.561111111,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,KLE Technological University,India,"5,818",16,0%,35 : 65,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Knowledge University,Iraq,"2,130",16.4,1%,47:53:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kobe Gakuin University,Japan,"11,485",34.7,3%,39 : 61,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kocaeli Health and Technology University,Turkey,"1,747",16.2,8%,69:31:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kohsar University Murree,Pakistan,760,24.5,0%,69:31:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kokshetau State University,Kazakhstan,"7,384",9.1,5%,63:37:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kokugakuin University,Japan,"10,050",40,1%,43:57:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Konan University,Japan,"8,714",23.3,1%,42:58:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Konan Women’s University,Japan,"4,388",23.7,1%,100:00:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Koya University,Iraq,"4,536",9.3,1%,50:50:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,KPR Institute of Engineering and Technology,India,"3,318",12.2,0%,30 : 70,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kumasi Technical University,Ghana,"12,063",41,0%,37 : 63,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kursk State Medical University,Russian Federation,"6,857",12.1,31%,66:34:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kütahya Health Sciences University,Turkey,"4,583",9.6,1%,73:27:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kutaisi University,Georgia,138,0.4,1%,33 : 67,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kuwait College of Science and Technology (KCST),Kuwait,"1,339",25.3,4%,56:44:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kyiv National Economic University,Ukraine,"11,210",11.2,1%,60:40:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kyoai Gakuen University,Japan,"1,141",20.4,2%,63:37:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kyoto Koka Women’s University,Japan,"1,937",18.3,%,100:00:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kyoto Notre Dame University,Japan,"1,337",8.5,4%,100:00:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Kyrgyz-Turkish Manas University,Kyrgyzstan,"5,768",15,11%,57:43:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,K. Zhubanov Aktobe Regional University,Kazakhstan,"14,225",21.4,2%,59:41:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Lahore Leads University,Pakistan,"2,656",15.3,0%,44:56:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Landmark University,Nigeria,"3,239",12.9,0%,35 : 65,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Larbi Tebessi University,Algeria,"18,528",21.6,0%,60:40:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,La Salle University,Colombia,"9,094",18.9,1%,56:44:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Las Américas (UDLA),Ecuador,"13,935",13.7,2%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Leeds Arts University,United Kingdom,"2,225",15.9,12%,75:25:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Leeds Conservatoire,United Kingdom,"1,460",20.9,11%,34 : 66,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Leeds Trinity University,United Kingdom,"3,790",23.7,9%,64:36:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Lesya Ukrainka Volyn National University,Ukraine,"7,814",12.4,1%,69:31:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Liaquat University of Medical and Health Sciences (LUMHS),Pakistan,"4,953",10,4%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Liberal Arts Bangladesh,Bangladesh,"4,242",19.4,0%,49:51:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Lincoln University College,Malaysia,"2,233",5.7,41%,0.847916667,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Lira University,Uganda,"1,570",14.3,0%,41:59:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Université du Littoral Côte d’Opale,France,"9,154",20.2,17%,50:50:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Liverpool Hope University,United Kingdom,"4,640",17.2,14%,64:36:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Liverpool Institute for Performing Arts,United Kingdom,925,18.5,22%,58:42:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Liverpool School of Tropical Medicine,United Kingdom,200,2.1,28%,71:29:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,The LNM Institute of Information Technology,India,"2,193",19.1,0%,0.684027778,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,London Academy of Music and Dramatic Art (LAMDA),United Kingdom,270,6.8,40%,55:45:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,London Business School,United Kingdom,"2,125",20.2,91%,37 : 63,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,London School of Hygiene and Tropical Medicine,United Kingdom,870,1.7,57%,72:28:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,London Metropolitan University,United Kingdom,"10,065",25.5,50%,65:35:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Lviv State University of Life Safety,Ukraine,"2,180",12.3,0%,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Magallanes,Chile,"4,235",15.6,1%,62:38:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universidad del Magdalena,Colombia,"15,306",31.8,0%,49:51:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University Centre of Maghnia,Algeria,"3,566",19.5,0%,47:53:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Mahatma Jyotiba Phule Rohilkhand University,India,"5,511",38.8,0%,0.806944444,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Malawi University of Science and Technology (MUST),Malawi,"2,724",12.4,0%,0.684027778,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Management Development Institute (MDI),India,966,12.5,0%,24 : 76,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Management & Science University (MSU),Malaysia,"4,374",9,30%,60:40:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universidad Manuela Beltrán,Colombia,"14,790",30.6,0%,43:57:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Mapúa University,Philippines,"9,427",32.3,1%,37 : 63,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Margulan University,Kazakhstan,"5,733",22.8,2%,75:25:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Mariano Marcos State University,Philippines,"13,240",24.8,0%,58:42:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Maritime University of Szczecin,Poland,"2,484",24.2,13%,26 : 74,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Mataram,Indonesia,"31,378",24,0%,61:39:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,M. Auezov South Kazakhstan University,Kazakhstan,"18,760",6.3,12%,52:48:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universidad Mayor de San Simón,Bolivia,"83,711",182,0%,53:47:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Medea,Algeria,"22,350",25.9,0%,62:38:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Medellín,Colombia,"9,268",16.9,2%,55:45:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Medizinische Hochschule Hannover,Germany,"3,362",8.3,14%,67:33:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Meikai University,Japan,"4,605",17.8,16%,43:57:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universitas Mercu Buana,Indonesia,"19,945",23.9,0%,46:54:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Middle East University,Jordan,"3,648",20.2,27%,42:58:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Mindanao State University – Iligan Institute of Technology,Philippines,"21,015",40.7,0%,51:49:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Minhaj University Lahore,Pakistan,"2,971",10.6,0%,46:54:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Misan,Iraq,"16,565",19.9,0%,61:39:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Misr University for Science and Technology,Egypt,"25,105",17.6,5%,49:51:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Mizoram University,India,"3,123",8.9,0%,48:52:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,M. Kumarasamy College of Engineering,India,"3,868",11.5,0%,35 : 65,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,"MNS University of Agriculture, Multan",Pakistan,"4,390",31.1,0%,25 : 75,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Modern University for Business and Science,Lebanon,"1,834",20.5,20%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Université Mohamed El Bachir El Ibrahimi de Bordj Bou Arréridj,Algeria,"20,247",33.9,0%,100:00:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Mohamed Lamine Debaghin Setif 2,Algeria,"27,047",33.6,0%,62:38:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Monroe College,United States,"5,068",16.1,14%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Monterrey,Mexico,"11,670",17,1%,60:40:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Russian Biotechnological University (BIOTECH),Russian Federation,"5,901",10.8,9%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Moscow State Linguistic University,Russian Federation,"5,930",6.4,9%,74:26:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Moscow Technical University of Communications and Informatics,Russian Federation,"4,398",20.3,6%,0.888888889,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Mostar,Bosnia and Herzegovina,"9,412",8.9,14%,62:38:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Muban Chombueng Rajabhat University,Thailand,"4,450",15.2,0%,62:38:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universitas Muhammadiyah Yogyakarta,Indonesia,"21,043",29.4,1%,49:51:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Mukogawa Women’s University,Japan,"8,662",24.8,0%,100:00:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Mulungushi University,Zambia,"8,057",44.5,1%,45:55:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Musashino University,Japan,"9,093",28.5,8%,58:42:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universidad Nacional Abierta y a Distancia (UNAD),Colombia,"226,124",49.6,0%,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universidad Nacional de Asunción,Paraguay,"53,043",9.8,2%,39 : 61,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universidad Nacional de Chimborazo,Ecuador,"9,455",16.8,1%,57:43:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universidad Nacional de Itapúa,Paraguay,"5,104",5,1%,55:45:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Universidad Nacional de Rafaela (UNRaf),Argentina,"2,183",6.3,0%,56:44:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Nagoya University of Commerce & Business,Japan,"3,815",32.1,10%,1.011805556,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Nakhchivan State University,Azerbaijan,"7,652",7.9,20%,48:52:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Nakhon Ratchasima Rajabhat University,Thailand,"15,044",27.8,0%,68:32:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Namal University,Pakistan,557,15.9,0%,37 : 63,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Namangan Engineering Construction Institute,Uzbekistan,"7,886",20.9,0%,0.520138889,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Namangan Institute of Engineering and Technology,Uzbekistan,"5,094",14.1,0%,28 : 72,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Namangan State University,Uzbekistan,"24,148",25.8,0%,54:46:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Narxoz University,Kazakhstan,"3,187",13,2%,59:41:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,"Nasarawa State University, Keffi",Nigeria,"12,885",13.2,13%,42:58:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,National Agrarian University La Molina,Peru,"8,139",13.2,2%,48:52:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,National University of Computer and Emerging Sciences,Pakistan,"15,188",24,3%,24 : 76,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,National Film and Television School,United Kingdom,400,7.3,41%,50:50:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,National University of Food Technologies,Ukraine,"5,361",10.1,0%,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,National University Odessa Law Academy,Ukraine,"11,600",18.6,1%,65:35:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,The National University of Ostroh Academy,Ukraine,"3,923",9.8,0%,48:52:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,National Polytechnic University of Armenia,Armenia,"5,583",7.3,2%,27 : 73,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,National University of Quilmes,Argentina,"42,123",32.4,2%,56:44:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,National School of Artificial Intelligence (ENSIA),Algeria,200,12.5,0%,66:34:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,"National University of Science and Technology, Oman",Oman,"5,230",18.2,10%,58:42:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,"National University, Sudan",Sudan,"6,323",15.1,5%,51:49:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,National Textile University,Pakistan,"3,766",18.8,0%,29 : 71,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,National Transport University,Ukraine,"6,220",10.2,3%,28 : 72,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,National University of Water and Environmental Engineering,Ukraine,"6,356",16.1,2%,33 : 67,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,National University “Yuri Kondratyuk Poltava Polytechnic”,Ukraine,"5,356",8.7,9%,53:47:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Navoi State Pedagogical Institute,Uzbekistan,"10,178",26.4,0%,61:39:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Netaji Subhas University of Technology,India,"6,676",14.6,3%,0.643055556,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Birmingham Newman University,United Kingdom,"2,380",19.8,10%,77:23:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Niger Delta University,Nigeria,"19,323",23.4,0%,44:56:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Nihon Pharmaceutical University,Japan,"1,556",17.7,4%,50:50:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Niigata University of Health and Welfare,Japan,"4,577",17.3,1%,51:49:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Niigata Prefecture,Japan,"1,309",16,1%,73:27:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Ninevah University,Iraq,"4,517",14.6,0%,42:58:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,Nitte (Deemed to be University),India,"4,551",8.1,1%,66:34:00,n/a,n/a,n/a,n/a,n/a,n/a
Reporter,University of Northampton,United Kingdom,"10,145",17.6,32%,64:36:00,n/a,n/a,n/a,n/a,n/a,n/a
