Rank,Name,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook
601–800,Kansas State University,United States,"21,536",14.3,9%,50:50:00,28.3–35.2,25,20.4,45.8,41.9,47.2
601–800,Kazan Federal University,Russian Federation,"26,670",10.8,13%,66:34:00,28.3–35.2,28.7,16.9,47.8,40,42.6
601–800,Universiti Kebangsaan Malaysia,Malaysia,"17,180",10.1,15%,61:39:00,28.3–35.2,34.2,19.6,32.3,37.1,52.9
601–800,Keio University,Japan,"34,916",10.4,8%,36 : 64,28.3–35.2,32.1,25.7,36.8,42.7,31.5
601–800,Kent State University,United States,"24,559",20.4,9%,60:40:00,28.3–35.2,23.6,19,55.6,34.8,42.6
601–800,Kindai University,Japan,"33,125",13.6,2%,30 : 70,28.3–35.2,20.1,11.4,58.4,38.8,23
601–800,King Khalid University,Saudi Arabia,"38,865",8.1,11%,53:47:00,28.3–35.2,21.6,7.1,53.6,34.5,82.7
601–800,Kobe University,Japan,"15,593",9.5,7%,35 : 65,28.3–35.2,32.4,22.8,31.1,44.3,28.7
601–800,Konkuk University,South Korea,"12,225",23.2,16%,70:30:00,28.3–35.2,33,37.9,27.5,44.3,47.7
601–800,Kurume University,Japan,"4,850",7.3,2%,39 : 61,28.3–35.2,21.5,10.1,54.5,36.5,21
601–800,Lakehead University,Canada,"8,050",24.5,13%,56:44:00,28.3–35.2,17.6,19.5,46.9,37.3,49.4
601–800,University of La Laguna,Spain,"18,336",12.9,4%,58:42:00,28.3–35.2,19.3,11.5,67.8,35.2,46.9
601–800,Lehigh University,United States,"6,462",10.8,17%,44:56:00,28.3–35.2,27.4,20.8,51,40.3,45.1
601–800,Montanuniversität Leoben,Austria,"3,074",5.9,15%,26 : 74,28.3–35.2,28.1,11.2,35.6,56.2,70.2
601–800,University of Lille,France,"69,287",29,13%,58:42:00,28.3–35.2,20.3,17.3,53,39,60.7
601–800,University of Lincoln,United Kingdom,"12,060",15.1,13%,56:44:00,28.3–35.2,16.5,14.1,64.3,35.3,71.2
601–800,University of Ljubljana,Slovenia,"40,110",14.7,6%,60:40:00,28.3–35.2,21.1,18.7,44.8,39.7,42.3
601–800,University of Lleida,Spain,"8,595",14.7,8%,59:41:00,28.3–35.2,23.6,15.2,48.8,37.8,41.6
601–800,University of Lorraine,France,"58,678",19.2,16%,52:48:00,28.3–35.2,21.8,13.5,61.3,37.3,61.6
601–800,"Lumière University, Lyon 2",France,"25,134",51.1,19%,72:28:00,28.3–35.2,28.8,18.1,29,34.7,62.4
601–800,Mae Fah Luang University,Thailand,"13,534",22.3,4%,73:27:00,28.3–35.2,14.4,9,74.4,34.5,50.6
601–800,Mahidol University,Thailand,"28,476",10.2,4%,49:51:00,28.3–35.2,31.6,21,45.2,73.4,46.1
601–800,Makerere University,Uganda,"34,651",23.6,8%,45:55:00,28.3–35.2,16.7,12.7,69.6,40.9,58.7
601–800,Universiti Malaysia Perlis,Malaysia,"12,154",17.1,5%,49:51:00,28.3–35.2,16.5,12,62.4,35.7,28
601–800,University of Malta,Malta,"11,772",13,9%,58:42:00,28.3–35.2,16.9,13.7,48.1,34.7,57.9
601–800,Manchester Metropolitan University,United Kingdom,"28,145",15.1,16%,58:42:00,28.3–35.2,20.1,14.2,55.4,34.8,65.3
601–800,"University of Maryland, Baltimore County",United States,"11,667",18.1,8%,45:55:00,28.3–35.2,22.9,17.4,57.8,35.7,34.3
601–800,Masaryk University,Czech Republic,"31,611",20.2,21%,62:38:00,28.3–35.2,22.6,25.4,36.3,35.6,61.5
601–800,Metropolitan Autonomous University,Mexico,"57,827",20,0%,48:52:00,28.3–35.2,16.6,16.3,68.6,36.4,25.1
601–800,Middle East Technical University,Turkey,"27,455",31.6,6%,44:56:00,28.3–35.2,28.7,23.2,30.7,62.1,30.4
601–800,Miguel Hernández University of Elche,Spain,"13,591",20,5%,49:51:00,28.3–35.2,30.3,12.7,45.4,38,34.2
601–800,University of Minho,Portugal,"18,066",17.9,10%,54:46:00,28.3–35.2,22.5,19.4,34.6,62.6,50.3
601–800,Montana State University,United States,"14,357",19.4,3%,46:54:00,28.3–35.2,18.6,19.4,67,48.4,28.4
601–800,Monterrey Institute of Technology,Mexico,"14,343",16.2,11%,41:59:00,28.3–35.2,20.5,18.2,41.8,74.7,57.3
601–800,Nanjing University of Information Science and Technology,China,"21,857",15.5,3%,n/a,28.3–35.2,16.7,14.9,69.9,38.9,29.5
601–800,Nanjing Medical University,China,"15,420",9,5%,n/a,28.3–35.2,38.2,25.9,36,35.8,20.8
601–800,Nanjing Normal University,China,"27,490",13.2,3%,70:30:00,28.3–35.2,20.2,12.1,54.4,47.5,22.9
601–800,Nantes Université,France,"37,078",24.7,11%,56:44:00,28.3–35.2,19.8,21,57.4,39.5,50.4
601–800,National Autonomous University of Mexico,Mexico,"161,718",17.1,8%,51:49:00,28.3–35.2,31.9,30.4,18.9,61.7,44.2
601–800,National Cheng Kung University (NCKU),Taiwan,"20,663",13.7,13%,37 : 63,28.3–35.2,32.8,41.1,22.9,99.8,36.3
601–800,National Institute of Applied Sciences of Lyon (INSA Lyon),France,"6,173",19.6,28%,32 : 68,28.3–35.2,29.8,25.5,33.7,91.3,71.7
601–800,National University of Science and Technology (MISiS),Russian Federation,"7,090",11.3,26%,41:59:00,28.3–35.2,24.3,23.7,29.1,84.2,68.9
601–800,National Taiwan Normal University,Taiwan,"10,789",12.1,24%,n/a,28.3–35.2,32,37.3,22.8,78.4,51.4
601–800,National Technical University of Athens,Greece,"14,133",20.6,8%,33 : 67,28.3–35.2,23,12.8,45,71.5,38.6
601–800,"University of Nevada, Las Vegas",United States,"24,982",22.7,5%,57:43:00,28.3–35.2,28.7,22.6,41.3,35.1,32.2
601–800,New Mexico State University (Main campus),United States,"12,753",16.5,8%,54:46:00,28.3–35.2,21.5,14.7,53.9,38.8,37.7
601–800,Nippon Medical School,Japan,850,0.9,0%,34 : 66,28.3–35.2,25.7,8.8,55.1,34.8,16.9
601–800,University of North Carolina at Greensboro,United States,"18,999",22.2,4%,66:34:00,28.3–35.2,20.9,19.3,50,35.4,21.3
601–800,Northwestern Polytechnical University,China,"28,432",13.9,4%,26 : 74,28.3–35.2,26.2,33.6,40.2,83.3,24.7
601–800,Nottingham Trent University,United Kingdom,"24,140",14.9,19%,57:43:00,28.3–35.2,17.7,12.9,59.5,34.9,69
601–800,NOVA University of Lisbon,Portugal,"19,694",18.1,17%,50:50:00,28.3–35.2,24.9,25.7,46.6,46.7,60.2
601–800,Ohio University (Main campus),United States,"25,013",22.3,5%,56:44:00,28.3–35.2,28.5,17.4,43.5,35.4,30.6
601–800,Old Dominion University,United States,"18,878",18.2,3%,55:45:00,28.3–35.2,22.7,19.2,51.9,34.4,30.4
601–800,University of Oviedo,Spain,"21,663",12.7,3%,54:46:00,28.3–35.2,16.8,15.2,54.8,38.5,34.4
601–800,Oxford Brookes University,United Kingdom,"13,915",16.2,28%,59:41:00,28.3–35.2,28.5,24,37.4,34.6,78.4
601–800,Palacký University Olomouc,Czech Republic,"17,443",13.8,12%,69:31:00,28.3–35.2,20.9,18.3,46.9,35.4,57.3
601–800,University of Palermo,Italy,"29,437",20.5,1%,58:42:00,28.3–35.2,21.1,17.9,63,35,27.3
601–800,Panjab University,India,"19,912",23.4,1%,49:51:00,28.3–35.2,27,14.4,56.6,34.9,16.5
601–800,Panthéon-Sorbonne University – Paris 1,France,"33,883",26.1,21%,59:41:00,28.3–35.2,45.4,32.9,11.2,34.8,57.3
601–800,University of Parma,Italy,"25,140",27.4,6%,56:44:00,28.3–35.2,18.1,18.9,65.7,39.4,38.1
601–800,Universitat Politècnica de Catalunya,Spain,"25,484",10.6,16%,28 : 72,28.3–35.2,23.7,17.2,56.9,41.2,59.1
601–800,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),Brazil,"15,581",21.9,5%,51:49:00,28.3–35.2,27.4,25.6,27.9,99.5,41.5
601–800,Portland State University,United States,"20,219",18.4,9%,55:45:00,28.3–35.2,21.1,18.4,44.6,35.7,30.4
601–800,University of Pretoria,South Africa,"35,086",22,8%,57:43:00,28.3–35.2,25.1,30.1,33,41.8,52
601–800,Pusan National University,South Korea,"24,331",18.3,11%,47:53:00,28.3–35.2,27,30,24.9,63.4,35.7
601–800,Universiti Putra Malaysia,Malaysia,"20,018",12.1,23%,73:27:00,28.3–35.2,32,31.4,19.1,41.3,69.5
601–800,Université du Québec,Canada,"52,994",19.7,11%,58:42:00,28.3–35.2,24.9,23.6,39.1,42.1,67.2
601–800,University of Regina,Canada,"12,935",23.4,22%,59:41:00,28.3–35.2,16.8,15.6,45.1,35.8,63
601–800,University of Rennes 1,France,"28,351",18,12%,53:47:00,28.3–35.2,21,15.5,50.9,36.9,55.9
601–800,Roskilde University,Denmark,"6,382",18,12%,63:37:00,28.3–35.2,21.4,32.7,37.8,38.2,52.1
601–800,Toronto Metropolitan University,Canada,"33,694",43.1,4%,55:45:00,28.3–35.2,19.4,26,38.6,36.2,52.4
601–800,Universiti Sains Malaysia,Malaysia,"20,908",10.7,15%,68:32:00,28.3–35.2,35.6,22.7,26.7,45.7,52.8
601–800,Saint Petersburg State University,Russian Federation,"21,489",7.4,12%,63:37:00,28.3–35.2,46.1,31,19.7,36.4,39.3
601–800,University of Salamanca,Spain,"28,673",17.6,16%,59:41:00,28.3–35.2,26.4,17.5,37.9,37,51.4
601–800,University of Salento,Italy,"12,040",29.7,1%,63:37:00,28.3–35.2,27.5,21,56.3,36.8,26.9
601–800,University of Santiago de Compostela,Spain,"25,455",15.2,8%,61:39:00,28.3–35.2,21.8,16.6,46.9,40.3,44.7
601–800,University of Sassari,Italy,"12,993",24.1,2%,66:34:00,28.3–35.2,22.2,17.2,47.8,36.4,36.6
601–800,Savitribai Phule Pune University,India,"6,056",12.7,2%,58:42:00,28.3–35.2,38.9,18.5,46.6,36.1,17.5
601–800,Shahid Beheshti University of Medical Sciences,Iran,"12,713",9.1,2%,60:40:00,28.3–35.2,42.9,14.6,37.3,64,17.2
601–800,Shandong University,China,"45,767",14.6,7%,n/a,28.3–35.2,32.3,29.1,35.4,72.3,30.6
601–800,University of Sharjah,United Arab Emirates,"14,286",20.8,60%,66:34:00,28.3–35.2,19.5,11.8,38.8,38.3,99.1
601–800,Université de Sherbrooke,Canada,"15,667",12.9,7%,55:45:00,28.3–35.2,29.6,14.5,51,38.1,58.5
601–800,Shiraz University of Technology,Iran,"1,602",15.9,0%,37 : 63,28.3–35.2,23.7,20.3,46.6,47.9,16.7
601–800,Sichuan University,China,"64,648",13.8,4%,50:50:00,28.3–35.2,30.6,24.8,38.3,63.8,25.3
601–800,Sidi Mohamed Ben Abdellah University,Morocco,"90,736",57.1,2%,42:58:00,28.3–35.2,25.2,7.6,53.2,34.4,23.6
601–800,University of South Dakota,United States,"14,542",35.1,3%,61:39:00,28.3–35.2,31.2,15.6,46.8,39,25.3
601–800,Southern Cross University,Australia,"9,064",25,25%,63:37:00,28.3–35.2,18.5,21.5,49.7,39.8,66.6
601–800,University of Southern Queensland,Australia,"12,405",25.8,15%,57:43:00,28.3–35.2,19.3,19.8,54.9,37.4,72.6
601–800,University of Split,Croatia,"20,043",22.5,2%,n/a,28.3–35.2,15.7,12.3,56.8,40.1,41.3
601–800,Stevens Institute of Technology,United States,"5,943",16.7,38%,29 : 71,28.3–35.2,22.5,15.8,58.4,35.6,68.7
601–800,University of the Sunshine Coast,Australia,"9,720",31.3,17%,65:35:00,28.3–35.2,17.3,23.5,46,40.3,68.6
601–800,University of Tabriz,Iran,"20,360",26.4,0%,47:53:00,28.3–35.2,27.9,19.9,42.2,42.9,19.5
601–800,Tabriz University of Medical Sciences,Iran,"8,047",9.5,0%,50:50:00,28.3–35.2,45,12,36.7,34.5,15.9
601–800,University of Technology of Compiègne,France,"4,229",15.4,23%,37 : 63,28.3–35.2,23.2,10.1,37.2,42.6,82.4
601–800,University of Tehran,Iran,"53,614",24.5,2%,44:56:00,28.3–35.2,36.7,23.5,38.7,34.4,23.3
601–800,Universiti Teknologi Malaysia,Malaysia,"19,087",11.2,14%,52:48:00,28.3–35.2,36.4,25.2,29.2,35.6,56.4
601–800,Universiti Teknologi Petronas,Malaysia,"6,212",15.9,17%,34 : 66,28.3–35.2,27.1,30.1,26.8,78.2,66
601–800,University of Texas at Arlington,United States,"28,835",25.2,15%,56:44:00,28.3–35.2,21,18.3,50,39.7,46
601–800,Texas Tech University,United States,"33,015",20.6,9%,46:54:00,28.3–35.2,30.8,20.9,46.5,36.2,48.4
601–800,Thapar Institute of Engineering and Technology,India,"7,752",14.8,1%,28 : 72,28.3–35.2,19.1,9.7,66.5,36,20.9
601–800,University of Thessaly,Greece,"17,004",38.9,4%,51:49:00,28.3–35.2,15.7,20.2,48.7,42.8,39.1
601–800,Tokyo Metropolitan University,Japan,"9,160",13.6,5%,37 : 63,28.3–35.2,24.9,17.2,54.6,38.4,26.2
601–800,University of Toledo,United States,"18,587",15.5,11%,51:49:00,28.3–35.2,33.7,13.9,48.7,42.8,46.2
601–800,Tomsk Polytechnic University,Russian Federation,"9,121",8.7,28%,34 : 66,28.3–35.2,26.3,20.6,35.7,60.7,54.4
601–800,University of Tours,France,"27,285",21.2,11%,60:40:00,28.3–35.2,30.2,12.5,48.5,35.7,48.8
601–800,TU Braunschweig,Germany,"20,020",10.4,14%,38 : 62,28.3–35.2,25.2,16,48.9,42.6,53.7
601–800,University of Ulsan,South Korea,"12,730",11.5,3%,46:54:00,28.3–35.2,20.6,23.4,61.8,58.2,21.7
601–800,Ulster University,United Kingdom,"17,815",17.1,8%,55:45:00,28.3–35.2,21,18,40.9,35.6,75.7
601–800,University of Warsaw,Poland,"50,484",14,10%,64:36:00,28.3–35.2,25.8,21.5,41.4,35.1,45.6
601–800,Waseda University,Japan,"48,839",14.1,10%,38 : 62,28.3–35.2,31.3,22.8,28.2,38.1,38
601–800,University of the West of England,United Kingdom,"21,735",18.3,21%,53:47:00,28.3–35.2,17.1,15.2,48.4,34.9,64.3
601–800,University of the Western Cape,South Africa,"21,999",30.5,8%,61:39:00,28.3–35.2,18.3,20,60.3,34.4,62.1
601–800,Western Washington University,United States,"13,726",17.7,1%,57:43:00,28.3–35.2,16.2,10.6,62.2,34.5,22.9
601–800,University of Westminster,United Kingdom,"16,400",17.4,46%,60:40:00,28.3–35.2,18.2,16.2,36.7,34.8,86.7
601–800,West Virginia University,United States,"25,966",18.5,8%,48:52:00,28.3–35.2,27.8,17.1,59.3,34.4,40.8
601–800,University of Windsor,Canada,"13,140",29,23%,51:49:00,28.3–35.2,33.7,26.6,33.5,36.8,79.9
601–800,Worcester Polytechnic Institute,United States,"5,733",12.7,22%,34 : 66,28.3–35.2,20.1,17.7,59.1,36.5,56.2
801–1000,Acharya Nagarjuna University,India,"4,792",12.5,6%,36 : 64,22.2–28.2,39.9,9.2,15.7,41.8,23.5
801–1000,University of A Coruña,Spain,"14,962",11.4,3%,52:48:00,22.2–28.2,20.3,13.7,32.5,36.3,31.6
801–1000,"Adam Mickiewicz University, Poznań",Poland,"37,634",14.2,2%,69:31:00,22.2–28.2,18.1,13.4,32.7,35.4,32.7
801–1000,University of the Aegean,Greece,"13,040",41.3,1%,57:43:00,22.2–28.2,18.1,17.8,44.3,37,37.5
801–1000,"University of Agriculture, Faisalabad",Pakistan,"24,440",35.4,0%,44:56:00,22.2–28.2,17.5,16.5,28.6,41.9,36.6
801–1000,Aichi Medical University,Japan,"1,288",2.8,1%,58:42:00,22.2–28.2,26,10.8,32.4,34.4,17.4
801–1000,Ain Shams University,Egypt,"179,636",16.9,3%,54:46:00,22.2–28.2,21,10.1,31.5,35.6,36
801–1000,Ajou University,South Korea,"9,906",11.3,7%,n/a,22.2–28.2,23.9,23.4,29.8,60.9,30.1
801–1000,Al-Balqa Applied University,Jordan,"33,918",31.3,4%,55:45:00,22.2–28.2,11.9,8.9,52.8,40.5,46.4
801–1000,University of Algarve,Portugal,"7,780",12.9,16%,58:42:00,22.2–28.2,17.3,13.5,40.2,35.3,63.1
801–1000,University of Alicante,Spain,"27,207",18.4,9%,58:42:00,22.2–28.2,20,14.8,28.7,37.1,41
801–1000,Aligarh Muslim University,India,"18,783",13.5,2%,38 : 62,22.2–28.2,29,10.4,41.1,34.5,23.6
801–1000,American University in Cairo,Egypt,"5,936",13.7,5%,55:45:00,22.2–28.2,27,25.1,20.2,35.5,64.1
801–1000,American University of Sharjah,United Arab Emirates,"5,652",14,83%,46:54:00,22.2–28.2,19.2,14.8,23,37.5,94.8
801–1000,"Asia University, Taiwan",Taiwan,"11,779",29.8,5%,61:39:00,22.2–28.2,17.3,33.7,23,100,34.1
801–1000,Athens University of Economics and Business,Greece,"9,678",44.4,5%,47:53:00,22.2–28.2,17.8,21.2,39.3,37.8,45.4
801–1000,Atılım University,Turkey,"9,862",16.8,6%,47:53:00,22.2–28.2,14.7,8.8,39.2,37,35.3
801–1000,Babeş-Bolyai University,Romania,"37,168",24.6,4%,64:36:00,22.2–28.2,16.7,14.1,36.8,34.9,50.6
801–1000,University of Baghdad,Iraq,"66,399",10.4,0%,59:41:00,22.2–28.2,19.5,7.9,43.5,35.2,31.1
801–1000,Bauman Moscow State Technical University,Russian Federation,"19,785",4.8,8%,28 : 72,22.2–28.2,34,17.4,16.8,61.8,26.3
801–1000,University of Bedfordshire,United Kingdom,"10,810",20,34%,62:38:00,22.2–28.2,16.9,13.6,29.3,34.9,77.1
801–1000,Beijing Jiaotong University,China,"26,457",14,8%,n/a,22.2–28.2,23.4,23.5,20.3,65.2,28
801–1000,University of Béjaïa,Algeria,"43,026",25.4,0%,60:40:00,22.2–28.2,16.4,7.4,53.3,34.4,43.1
801–1000,Benha University,Egypt,"97,843",30.5,5%,38 : 62,22.2–28.2,14.8,7.5,54.6,35.6,42.5
801–1000,Birmingham City University,United Kingdom,"19,975",18.2,23%,62:38:00,22.2–28.2,16,10.3,37.4,34.6,62.8
801–1000,University of Bradford,United Kingdom,"8,915",17.7,28%,56:44:00,22.2–28.2,19.3,16.4,33,36.9,81.2
801–1000,University of Brasília,Brazil,"44,074",15.2,2%,51:49:00,22.2–28.2,25.8,14.4,36.8,34.5,30.9
801–1000,Bucharest University of Economic Studies,Romania,"22,022",14.8,3%,71:29:00,22.2–28.2,15.4,10,53.1,34.8,19.4
801–1000,University of Cadiz,Spain,"19,288",19.1,8%,55:45:00,22.2–28.2,27,14.8,28.7,35.9,36.4
801–1000,Capital Medical University,China,"13,178",6.8,5%,69:31:00,22.2–28.2,30.2,20.2,24.7,35,23.5
801–1000,Cardiff Metropolitan University,United Kingdom,"8,660",16.5,17%,55:45:00,22.2–28.2,16.5,10.8,41,34.7,61
801–1000,Carlos III University of Madrid,Spain,"17,265",11,15%,43:57:00,22.2–28.2,24.4,16.3,34.9,38.2,60.2
801–1000,University of Castilla-La Mancha,Spain,"23,530",13.8,6%,56:44:00,22.2–28.2,16.6,12.5,32.7,36,37
801–1000,University of Central Lancashire,United Kingdom,"18,825",16.4,18%,58:42:00,22.2–28.2,15.7,12.7,39.7,34.8,64.6
801–1000,Chang Gung University,Taiwan,"7,556",12.3,5%,46:54:00,22.2–28.2,23.3,26.3,29.8,84.9,24.5
801–1000,Chiba University,Japan,"13,764",9.8,5%,38 : 62,22.2–28.2,28.7,19.1,32.8,51.4,25.9
801–1000,University of Chile,Chile,"35,447",15,6%,47:53:00,22.2–28.2,23.2,17.1,33.9,34.5,51.2
801–1000,"China University of Geosciences, Beijing",China,"17,752",15.2,1%,35 : 65,22.2–28.2,24.7,14.2,39.7,43,25.3
801–1000,"China University of Geosciences, Wuhan",China,"28,934",16.7,4%,n/a,22.2–28.2,20.5,17.2,43.1,45.6,25.5
801–1000,China University of Mining and Technology,China,"47,225",18.6,2%,32 : 68,22.2–28.2,19.9,13.6,47.4,52.8,18.4
801–1000,China Pharmaceutical University,China,"16,144",18,3%,n/a,22.2–28.2,22.9,13.1,35.5,57.2,17.4
801–1000,Chongqing University,China,"44,394",16,4%,n/a,22.2–28.2,23.2,21.3,35.2,60.3,21.4
801–1000,Chonnam National University,South Korea,"22,469",16.9,6%,49:51:00,22.2–28.2,21.3,20.2,29.6,38.9,27.5
801–1000,Chulalongkorn University,Thailand,"38,531",14,4%,59:41:00,22.2–28.2,31.5,21.7,22.2,64.8,37.8
801–1000,University of Córdoba,Spain,"17,406",15.1,8%,56:44:00,22.2–28.2,21.2,16.6,36.4,37.1,41.9
801–1000,Czech Technical University in Prague,Czech Republic,"19,499",10.6,19%,31 : 69,22.2–28.2,20.8,17.4,23.4,44.6,53.7
801–1000,University of Debrecen,Hungary,"26,771",11.9,18%,55:45:00,22.2–28.2,19.9,10.6,28,37.7,55.7
801–1000,University of Derby,United Kingdom,"13,500",15.3,13%,56:44:00,22.2–28.2,16.2,10.3,32,35.1,58.8
801–1000,University of Deusto,Spain,"9,209",21.8,11%,60:40:00,22.2–28.2,21.5,17.6,39.6,38.1,45.7
801–1000,Eastern Mediterranean University,Northern Cyprus,"18,865",27.1,83%,41:59:00,22.2–28.2,17,11.7,30.6,34.4,86.6
801–1000,University of East London,United Kingdom,"10,300",17.2,30%,63:37:00,22.2–28.2,20.4,14.5,32.8,34.4,78.6
801–1000,Edinburgh Napier University,United Kingdom,"10,670",18.9,33%,55:45:00,22.2–28.2,16.7,13.9,40.4,35.6,80
801–1000,Embry-Riddle Aeronautical University,United States,"16,340",16.8,9%,0.806944444,22.2–28.2,16.9,9.2,44.5,34.6,30.2
801–1000,Universidade Estadual Paulista (Unesp),Brazil,"39,577",13,2%,51:49:00,22.2–28.2,34.4,23,16.8,36.9,25.1
801–1000,University of Évora,Portugal,"6,442",12.4,12%,54:46:00,22.2–28.2,19.6,14.6,31.3,35.6,53.7
801–1000,Federal University of Pelotas,Brazil,"23,198",17.4,0%,57:43:00,22.2–28.2,17.9,11,48.6,34.4,20
801–1000,Federal University of Rio de Janeiro,Brazil,"48,675",12.3,2%,53:47:00,22.2–28.2,34.4,22,26.1,35.5,28.7
801–1000,Federico Santa María Technical University,Chile,"19,067",27.3,3%,24 : 76,22.2–28.2,13.6,9.8,40.2,44.9,54.5
801–1000,Ferdowsi University of Mashhad,Iran,"23,992",29.5,5%,57:43:00,22.2–28.2,25.9,18.5,23.1,41.8,21.2
801–1000,Florida Atlantic University,United States,"23,658",18.3,10%,60:40:00,22.2–28.2,21,19.1,37.5,37.9,44.6
801–1000,Florida Institute of Technology,United States,"5,344",14.1,33%,34 : 66,22.2–28.2,22.7,14.6,31.4,37.7,56.8
801–1000,University of La Frontera,Chile,"10,437",24.6,1%,49:51:00,22.2–28.2,15.1,16,34,34.5,47.9
801–1000,Fu Jen Catholic University,Taiwan,"20,450",20.7,9%,60:40:00,22.2–28.2,18.7,19.9,31.3,53.5,30.4
801–1000,Fuzhou University,China,"34,979",15.9,2%,42:58:00,22.2–28.2,16.6,12.1,54.6,49.5,25.6
801–1000,Gdańsk University of Technology,Poland,"16,834",14.8,4%,41:59:00,22.2–28.2,17.1,12.1,37,38.3,23.3
801–1000,University of Ghana,Ghana,"36,819",28.7,1%,45:55:00,22.2–28.2,15.6,15.5,28.1,48,49.5
801–1000,Guangdong University of Technology,China,"43,815",19.7,0%,30 : 70,22.2–28.2,14.2,13.1,54.6,57.3,25.8
801–1000,Hamamatsu University School of Medicine,Japan,"1,210",3.8,1%,49:51:00,22.2–28.2,29,13.7,24.3,37.5,17.8
801–1000,Hanoi University of Science and Technology,Vietnam,"32,161",21.4,1%,1.011805556,22.2–28.2,14.7,8.4,42.3,37.2,44.6
801–1000,Hyogo College of Medicine,Japan,888,2,1%,36 : 64,22.2–28.2,30.2,12.4,43.5,34.4,16.3
801–1000,Ilmenau University of Technology,Germany,"5,807",17.7,22%,27 : 73,22.2–28.2,25.1,16.8,29.9,50.7,55.5
801–1000,Indian Institute of Science Education and Research Kolkata,India,"1,335",11.8,0%,26 : 74,22.2–28.2,28.1,10.8,28.5,35.4,17.2
801–1000,Indian Institute of Technology (Indian School of Mines) Dhanbad,India,"7,833",25.1,1%,0.684027778,22.2–28.2,21.5,13.5,37.3,49.3,14.1
801–1000,Indian Institute of Technology Patna,India,"1,387",12.6,0%,0.520138889,22.2–28.2,17.6,8.3,41.9,34.7,15.4
801–1000,Inha University,South Korea,"19,196",23.5,6%,39 : 61,22.2–28.2,23.8,20.7,23.8,64,32.1
801–1000,"International Islamic University, Islamabad",Pakistan,"30,614",19.7,8%,50:50:00,22.2–28.2,14.4,7.5,53.1,34.4,46.6
801–1000,University of Isfahan,Iran,"13,782",20.9,1%,61:39:00,22.2–28.2,30.9,22.6,13.4,45.5,17.5
801–1000,Isfahan University of Medical Sciences,Iran,"11,340",12.3,1%,62:38:00,22.2–28.2,40.9,11.9,22.4,37.4,16.1
801–1000,Istanbul University,Turkey,"122,002",59.7,6%,51:49:00,22.2–28.2,25.8,24.4,23.6,49.8,27.1
801–1000,Jadavpur University,India,"11,528",18.4,1%,32 : 68,22.2–28.2,33.8,22.3,28.5,40.8,15.4
801–1000,University of Jaén,Spain,"16,782",20.4,10%,55:45:00,22.2–28.2,16.7,14.1,34.7,35.8,38.8
801–1000,Jeonbuk National University,South Korea,"20,601",20.7,5%,45:55:00,22.2–28.2,22.9,20.4,23.8,39.6,29
801–1000,Jiangsu University,China,"35,335",9.5,5%,42:58:00,22.2–28.2,18.8,10.4,33.1,55.5,37
801–1000,Jilin University,China,"70,450",10.8,3%,47:53:00,22.2–28.2,27.3,16.2,27.4,43.3,20.4
801–1000,Jinan University,China,"34,904",14,34%,60:40:00,22.2–28.2,21.6,14.9,38.5,40.4,54.6
801–1000,The University of Jordan,Jordan,"30,495",16.9,16%,66:34:00,22.2–28.2,25.1,10.2,29.1,39.3,67.2
801–1000,Juntendo University,Japan,"4,653",3.8,2%,53:47:00,22.2–28.2,34.6,13.5,27.8,47.4,20.4
801–1000,Kanazawa University,Japan,"10,420",9.8,5%,37 : 63,22.2–28.2,26.8,17.7,28.4,36.9,24.2
801–1000,Kaohsiung Medical University,Taiwan,"6,881",12.2,7%,56:44:00,22.2–28.2,22.5,23.3,25.9,54.8,26
801–1000,Karabük University,Turkey,"52,191",53.1,12%,47:53:00,22.2–28.2,18.3,7.6,39.2,34.4,30.6
801–1000,Karlstad University,Sweden,"8,552",12.8,%,63:37:00,22.2–28.2,16.8,13.2,47.6,35.2,37.2
801–1000,Kingston University,United Kingdom,"15,700",17.5,36%,57:43:00,22.2–28.2,17.6,15.6,33.3,34.7,84.2
801–1000,K.N. Toosi University of Technology,Iran,"6,582",22.3,1%,35 : 65,22.2–28.2,24.6,23.7,25.1,46.4,19.7
801–1000,Kumamoto University,Japan,"10,032",7.6,7%,38 : 62,22.2–28.2,26,14.1,23.2,44.8,28.2
801–1000,University of Kurdistan,Iran,"9,441",28.9,1%,54:46:00,22.2–28.2,14.5,13.1,46.6,39.3,17.5
801–1000,Kuwait University,Kuwait,"36,551",23.6,15%,75:25:00,22.2–28.2,19.1,9.9,31.7,37.4,69.9
801–1000,Kyoto Prefectural University of Medicine,Japan,"1,330",3.4,1%,46:54:00,22.2–28.2,32.6,13.3,33.7,44.2,16.1
801–1000,Kyungpook National University,South Korea,"24,155",23.5,6%,43:57:00,22.2–28.2,24.5,28,25,43.4,29.3
801–1000,University of Lagos,Nigeria,"34,056",20.3,0%,46:54:00,22.2–28.2,15.5,9,58.7,34.5,27.4
801–1000,Lahore University of Management Sciences,Pakistan,"3,859",14.6,1%,41:59:00,22.2–28.2,19.5,12.7,33.9,35.1,49
801–1000,University of Las Palmas de Gran Canaria,Spain,"18,714",17.1,7%,56:44:00,22.2–28.2,17.8,11.9,44.4,34.4,36.8
